"DateTime","Modeled Historical","Historical Range (low)","Historical Range (high)","RCP 2.6 Median","RCP 2.6 Range (low)","RCP 2.6 Range (high)","RCP 4.5 Median","RCP 4.5 Range (low)","RCP 4.5 Range (high)","RCP 8.5 Median","RCP 8.5 Range (low)","RCP 8.5 Range (high)"
"1950-01-01",333.11,273.47,435.13
"1951-01-01",338.44,280.55,419.58
"1952-01-01",344.11,266.32,402.02
"1953-01-01",362.26,299.86,412.38
"1954-01-01",342.15,287.69,416.38
"1955-01-01",311.48,255.77,404.75
"1956-01-01",343.06,248.4,438.22
"1957-01-01",372.87,265.23,419.71
"1958-01-01",351.48,294.09,438.46
"1959-01-01",345.47,273.39,458.46
"1960-01-01",370.14,296.53,455.76
"1961-01-01",353.14,316.56,444.61
"1962-01-01",347.51,270.45,445.36
"1963-01-01",354.49,299.73,452.56
"1964-01-01",332.37,218.79,415.67
"1965-01-01",336.54,287.9,392.31
"1966-01-01",339,291.51,417.29
"1967-01-01",345.5,282.22,415.41
"1968-01-01",372.68,279.77,453.21
"1969-01-01",358.43,283.35,424.24
"1970-01-01",334.6,283.51,427.43
"1971-01-01",337.42,257.79,423.01
"1972-01-01",375.29,304.65,423.06
"1973-01-01",363.48,301.87,419.93
"1974-01-01",336.93,288.05,450.18
"1975-01-01",370.73,337.76,436.27
"1976-01-01",358.09,298.13,427.1
"1977-01-01",342.35,289.28,403.58
"1978-01-01",331.09,284.47,436.86
"1979-01-01",337.14,290.35,433.83
"1980-01-01",345.38,266.31,456.45
"1981-01-01",341.63,272.39,424.29
"1982-01-01",353.73,237.61,431.01
"1983-01-01",367.88,314.76,442.1
"1984-01-01",339.89,272.27,432.91
"1985-01-01",342.63,280.1,427.04
"1986-01-01",379.95,284.63,440.4
"1987-01-01",345.97,253.59,420.84
"1988-01-01",364.01,267.38,451.19
"1989-01-01",329.31,262.38,394.6
"1990-01-01",361.28,305.01,451.96
"1991-01-01",370,308.84,418.45
"1992-01-01",365.43,295.97,433.5
"1993-01-01",335.01,297.72,415.84
"1994-01-01",343.5,292.43,430.31
"1995-01-01",348.01,276.83,429.86
"1996-01-01",355.45,308.02,434.84
"1997-01-01",375.09,272.18,458.2
"1998-01-01",339.11,271.41,434.53
"1999-01-01",342.45,282.36,433.78
"2000-01-01",361.74,275.31,462.29
"2001-01-01",335.57,274.13,436.2
"2002-01-01",362.25,295.66,441.31
